Name,Category,Packaging,Recyclability,Components Used,Carbon_Footprints,Water_Usage_Liters,Sustainability_Score,Sustainability_Level,Sustainable_Alternative
Urban NAME_8723_IFV CY5,Food,Laminated foil pouch,Yes,Contains hemp and eco resin,0.989489279390478,49,68.827,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_8724_SOP 4RG,Furniture,Corrugated cardboard,Yes,Contains hemp and colorants,1.81425039252728,69,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Craft NAME_8725_2CY 3TW,Food,Laminated foil pouch,Yes,Contains hemp and minor additives,1.0989884806967771,64,70.055,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8726_WE0 KHD,Daily-use,Aluminum,Yes,Contains hemp and eco resin,8.730835571643857,203,50.581,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Mini NAME_8727_PRH 0LV,Daily-use,Aluminum,Yes,Contains recycled wood and colorants,2.276668325169896,100,72.853,Medium,Switch to recycled metal containers with minimal processing waste.
Smart NAME_8728_MWZ W7Q,Daily-use,Aluminum,Yes,Contains glass and starch base,8.648217079315199,205,47.339,Low,Replace with recycled aluminum that saves 90% of energy during production.
Green NAME_8729_7Z0 8I7,Daily-use,Plastic bottle (HDPE),Yes,Contains bamboo and starch base,1.3472208260448308,60,75.876,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_8730_U4I NQK,Food,Laminated foil pouch,Yes,Contains organic cotton and minor additives,0.4086240802023366,50,68.556,Medium,Use uncoated recycled paper with eco-friendly printing inks.
Mini NAME_8731_24L JSE,Electronics,Rigid cardboard box,Yes,Contains hemp and minor additives,0.4329819863068702,48,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_8732_NSN P20,Food,Laminated foil pouch,Yes,Contains glass and minor additives,2.2234220403446305,90,61.188,Medium,Switch to recycled metal containers with minimal processing waste.
Urban NAME_8733_45O Y41,Food,Laminated foil pouch,Yes,Contains bamboo and binders,1.123757354392478,55,67.703,Medium,Use recycled glass containers that are reusable and easily recyclable.
Renew NAME_8734_Y70 WDM,Furniture,Corrugated cardboard,Yes,Contains organic cotton and colorants,3.9168177567615103,121,83.212,High,Use uncoated recycled paper with eco-friendly printing inks.
Eco NAME_8735_Q0X 8PL,Electronics,Rigid cardboard box,Yes,Contains recycled wood and eco resin,0.8202631363046277,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_8736_3Y4 4AJ,Furniture,Corrugated cardboard,Yes,Contains bamboo and colorants,2.023371760169565,64,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8737_7DK WHX,Furniture,Corrugated cardboard,Yes,Contains organic cotton and starch base,3.5239151229908816,114,83.907,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_8738_FR1 Q51,Food,Laminated foil pouch,No,Contains bamboo and starch base,4.388380493266034,145,24.816,Low,Use eco-friendly packaging alternatives made from renewable materials.
Craft NAME_8739_D6Y RML,Furniture,Corrugated cardboard,No,Contains bamboo and starch base,4.686758039186007,194,53.371,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8740_U19 386,Furniture,Corrugated cardboard,No,Contains aluminium and minor additives,4.89352416783108,194,50.457,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_8741_QCG S5J,Electronics,Rigid cardboard box,Yes,Contains hemp and eco resin,0.3134742644112008,52,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Plus NAME_8742_5D4 MXH,Furniture,Corrugated cardboard,Yes,Contains bamboo and binders,3.628193408774615,129,83.571,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_8743_LAO 73C,Cosmetics,Plastic bottle (HDPE),Yes,Contains aluminium and adhesives,2.526180579260515,110,62.424,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_8744_5EC 8OG,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and eco resin,8.898242588189078,200,43.431,Low,Replace with recycled aluminum that saves 90% of energy during production.
Prime NAME_8745_FYZ 07Q,Furniture,Corrugated cardboard,Yes,Contains hemp and eco resin,1.6312886218297906,76,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8746_IV5 10Z,Electronics,Rigid cardboard box,Yes,Contains recycled wood and adhesives,0.0871147830920489,30,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Renew NAME_8747_Q53 CD8,Food,Laminated foil pouch,Yes,Contains organic cotton and minor additives,2.10193080476411,115,57.785,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8748_22K VYY,Food,Laminated foil pouch,Yes,Contains aluminium and adhesives,2.3877764356591613,106,60.486,Medium,Switch to recycled metal containers with minimal processing waste.
Renew NAME_8749_IIM IGP,Electronics,Rigid cardboard box,Yes,Contains recycled wood and colorants,0.0762003821909417,27,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Eco NAME_8750_960 J3L,Food,Laminated foil pouch,Yes,Contains organic cotton and binders,0.3529044176129703,30,72.514,Medium,Adopt bamboo-based packaging that is compostable and renewable.
Plus NAME_8751_Y6G P0D,Daily-use,Glass,Yes,Contains aluminium and binders,1.3252612744047414,63,93.943,High,Use recycled glass containers that are reusable and easily recyclable.
Renew NAME_8752_PVJ 6LZ,Cosmetics,Plastic bottle (HDPE),Yes,Contains recycled wood and colorants,2.3152832600363755,120,63.941,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Eco NAME_8753_ZSY 9YI,Electronics,Rigid cardboard box,Yes,Contains steel and adhesives,1.4288991189381426,56,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8754_ZVE EYL,Daily-use,Plastic bottle (HDPE),No,Contains bioplastic and eco resin,5.926517612349649,180,17.724,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Urban NAME_8755_MPR CLG,Food,Laminated foil pouch,Yes,Contains glass and adhesives,0.7301488744935697,56,66.903,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8756_2ZP 9SW,Food,Laminated foil pouch,Yes,Contains hemp and adhesives,2.547059130013089,112,60.133,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_8757_FZH VBJ,Daily-use,Aluminum,Yes,Contains aluminium and starch base,1.7168354571471025,90,72.784,Medium,Switch to recycled metal containers with minimal processing waste.
Lite NAME_8758_JYA LF4,Electronics,Rigid cardboard box,Yes,Contains aluminium and minor additives,2.998140592831628,119,88.966,High,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8759_ATF 9A1,Daily-use,Plastic bottle (HDPE),Yes,Contains recycled wood and minor additives,0.9572101007628708,60,75.947,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_8760_TCO BPN,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and adhesives,1.1392138336887032,65,73.642,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8761_T88 IJS,Food,Laminated foil pouch,Yes,Contains steel and minor additives,1.841174998411187,104,59.343,Medium,Switch to recycled metal containers with minimal processing waste.
Urban NAME_8762_LFW X5M,Food,Laminated foil pouch,Yes,Contains recycled wood and starch base,0.8961198072516803,54,68.327,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_8763_ZWT TQL,Furniture,Corrugated cardboard,Yes,Contains glass and minor additives,2.8210352544567385,83,96.007,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Urban NAME_8764_SG6 0UP,Cosmetics,Plastic bottle (HDPE),Yes,Contains steel and binders,2.1040338670274785,129,62.426,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Green NAME_8765_G5C 7GC,Daily-use,Plastic,No,Contains steel and minor additives,3.668111855157648,137,24.585,Low,Use eco-friendly packaging alternatives made from renewable materials.
Green NAME_8766_GT9 3RU,Food,Laminated foil pouch,Yes,Contains recycled wood and eco resin,0.9043146537212902,59,69.168,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8767_8KY E5I,Food,Laminated foil pouch,No,Contains glass and adhesives,5.818453378780149,186,19.617,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8768_GIR AUG,Furniture,Corrugated cardboard,Yes,Contains organic cotton and binders,2.346014743352649,73,92.224,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Green NAME_8769_40H 6PV,Electronics,Rigid cardboard box,Yes,Contains aluminium and adhesives,8.873476975133096,191,64.185,Medium,Replace with recycled aluminum that saves 90% of energy during production.
Urban NAME_8770_DS4 DQ3,Daily-use,Plastic bottle (HDPE),No,Contains steel and minor additives,5.566905649528445,190,18.215,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Mini NAME_8771_3ES AZ8,Daily-use,Aluminum,Yes,Contains organic cotton and binders,9.223936156279978,204,47.803,Low,Replace with recycled aluminum that saves 90% of energy during production.
Green NAME_8772_2HL EHJ,Electronics,Rigid cardboard box,Yes,Contains recycled wood and starch base,1.560101726958225,98,89.832,High,Switch to recycled metal containers with minimal processing waste.
Urban NAME_8773_VFF H8N,Food,Laminated foil pouch,Yes,Contains steel and binders,1.360048122191729,60,68.801,Medium,Use recycled glass containers that are reusable and easily recyclable.
Renew NAME_8774_WJG 32F,Furniture,Corrugated cardboard,Yes,Contains steel and eco resin,2.507842973113031,77,92.414,High,Adopt FSC-certified cardboard packaging made from renewable sources.
Lite NAME_8775_M5C 8MQ,Furniture,Corrugated cardboard,Yes,Contains organic cotton and minor additives,1.7791908782176975,71,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Prime NAME_8776_BKU 978,Electronics,Rigid cardboard box,No,Contains glass and binders,4.318020435390308,142,36.795,Low,Use eco-friendly packaging alternatives made from renewable materials.
Lite NAME_8777_0OI 2J0,Food,Laminated foil pouch,No,Contains hemp and colorants,4.349779428307123,156,26.738,Low,Use eco-friendly packaging alternatives made from renewable materials.
Urban NAME_8778_0XK BN6,Daily-use,Glass,Yes,Contains bioplastic and binders,1.48658885383557,56,99.184,High,Use recycled glass containers that are reusable and easily recyclable.
Green NAME_8779_WNL TP2,Furniture,Corrugated cardboard,Yes,Contains steel and eco resin,4.471936606486129,113,84.473,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8780_52U OP7,Furniture,Corrugated cardboard,Yes,Contains glass and adhesives,3.407642221930569,99,94.756,High,Use uncoated recycled paper with eco-friendly printing inks.
Prime NAME_8781_405 3SO,Electronics,Rigid cardboard box,No,Contains aluminium and colorants,6.065798891045514,189,27.102,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Plus NAME_8782_XO7 X16,Furniture,Corrugated cardboard,Yes,Contains hemp and adhesives,3.133583869763262,96,94.363,High,Use uncoated recycled paper with eco-friendly printing inks.
Renew NAME_8783_3TX G4J,Furniture,Corrugated cardboard,No,Contains bioplastic and starch base,5.225306719440557,202,50.851,Medium,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_8784_OJA NQ4,Furniture,Corrugated cardboard,Yes,Contains aluminium and adhesives,3.975788086090256,127,86.487,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_8785_JPX Y7X,Daily-use,Plastic,No,Contains steel and adhesives,4.331551972121886,141,26.028,Low,Use eco-friendly packaging alternatives made from renewable materials.
Smart NAME_8786_0AB U24,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and colorants,2.837156835839309,116,64.542,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Renew NAME_8787_VAW 8UC,Furniture,Corrugated cardboard,Yes,Contains recycled wood and eco resin,3.738765146582573,124,86.859,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_8788_JA9 NXN,Food,Laminated foil pouch,Yes,Contains organic cotton and binders,8.978928542994952,187,40.392,Low,Replace with recycled aluminum that saves 90% of energy during production.
Lite NAME_8789_V2B U9D,Furniture,Corrugated cardboard,No,Contains bioplastic and minor additives,5.196014045958716,218,48.871,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Lite NAME_8790_88P OTL,Furniture,Corrugated cardboard,Yes,Contains organic cotton and starch base,1.6828007003844705,76,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Renew NAME_8791_3SN Y3J,Daily-use,Bamboo,Yes,Contains organic cotton and minor additives,0.0446672298192765,32,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Green NAME_8792_7NH B8C,Electronics,Rigid cardboard box,No,Contains bamboo and adhesives,5.93679681620706,168,31.108,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Eco NAME_8793_WFL 1ZG,Furniture,Corrugated cardboard,Yes,Contains organic cotton and binders,4.118697143995569,128,83.092,High,Use uncoated recycled paper with eco-friendly printing inks.
Smart NAME_8794_MYH 516,Electronics,Rigid cardboard box,Yes,Contains steel and minor additives,0.3676962572630329,32,100,High,Adopt bamboo-based packaging that is compostable and renewable.
Mini NAME_8795_6XB 16O,Electronics,Rigid cardboard box,Yes,Contains aluminium and eco resin,0.9820765121566528,49,100,High,Use uncoated recycled paper with eco-friendly printing inks.
Lite NAME_8796_QQI F01,Cosmetics,Plastic bottle (HDPE),Yes,Contains organic cotton and minor additives,2.5917458612993176,127,64.646,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Plus NAME_8797_61L ZLA,Cosmetics,Plastic bottle (HDPE),No,Contains aluminium and binders,5.72354957926547,196,21.645,Low,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Green NAME_8798_FFX YIO,Cosmetics,Plastic bottle (HDPE),Yes,Contains bioplastic and adhesives,9.037288904028747,219,46.776,Low,Replace with recycled aluminum that saves 90% of energy during production.
Smart NAME_8799_Y4P ABY,Food,Laminated foil pouch,Yes,Contains recycled wood and minor additives,9.085420303743016,209,41.713,Low,Replace with recycled aluminum that saves 90% of energy during production.
Mini NAME_8800_9CN NS5,Electronics,Rigid cardboard box,Yes,Contains bioplastic and starch base,0.7117020796704784,61,100,High,Switch to biodegradable PLA made from cornstarch for reduced carbon impact.
Smart NAME_8801_H84 CP8,Cosmetics,Plastic bottle (HDPE),Yes,Contains bamboo and colorants,2.050358137987025,123,65.763,Medium,Use eco-friendly packaging alternatives made from renewable materials.
Prime NAME_8802_7J8 MZV,Electronics,Rigid cardboard box,No,Contains hemp and colorants,4.309948023585834,163,38.65,Low,Use eco-friendly packaging alternatives made from renewable materials.
